"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"L2","8 Dec 2025, 20:26","8 Dec 2025, 21:30","","Leg Extension (Machine)",,"Unilateral",2,"normal",70,4,,,
"L2","8 Dec 2025, 20:26","8 Dec 2025, 21:30","","Leg Extension (Machine)",,"Unilateral",3,"failure",65,7,,,
"L2","8 Dec 2025, 20:26","8 Dec 2025, 21:30","","Leg Extension (Machine)",,"Unilateral",4,"failure",65,7,,,
"L2","8 Dec 2025, 20:26","8 Dec 2025, 21:30","","Lying Leg Raise",,"",0,"warmup",,12,,,
"L2","8 Dec 2025, 20:26","8 Dec 2025, 21:30","","Lying Leg Raise",,"",1,"normal",,13,,,
"L2","8 Dec 2025, 20:26","8 Dec 2025, 21:30","","Lying Leg Raise",,"",2,"normal",,13,,,
"L2","8 Dec 2025, 20:26","8 Dec 2025, 21:30","","Standing Calf Raise (Machine)",,"",0,"warmup",50,6,,,
"L2","8 Dec 2025, 20:26","8 Dec 2025, 21:30","","Standing Calf Raise (Machine)",,"",1,"normal",140,13,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Chest Press (Machine)",,"",0,"warmup",40,7,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Chest Press (Machine)",,"",1,"warmup",60,5,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Chest Press (Machine)",,"",2,"warmup",80,2,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Chest Press (Machine)",,"",3,"normal",100,6,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Chest Press (Machine)",,"",4,"failure",100,4,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",30,8,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",75,4,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",98,8,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",98,7,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Seated Row (Machine)",,"",0,"warmup",80,4,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Seated Row (Machine)",,"",1,"normal",95,7,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Shoulder Press (Dumbbell)",,"",0,"warmup",52,4,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Shoulder Press (Dumbbell)",,"",1,"normal",64,8,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Preacher Curl (Machine)",,"",0,"normal",60,5,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Preacher Curl (Machine)",,"",1,"failure",60,4,,,
"U2","4 Dec 2025, 16:14","4 Dec 2025, 17:14","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",60,8,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Hack Squat (Machine)",,"Vou aprender a fazer esse",0,"warmup",10,10,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Hack Squat (Machine)",,"Vou aprender a fazer esse",1,"warmup",50,6,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Hack Squat (Machine)",,"Vou aprender a fazer esse",2,"warmup",70,5,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Hack Squat (Machine)",,"Vou aprender a fazer esse",3,"normal",90,7,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Hack Squat (Machine)",,"Vou aprender a fazer esse",4,"normal",90,10,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Seated Leg Curl (Machine)",,"",0,"warmup",50,10,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Seated Leg Curl (Machine)",,"",1,"warmup",85,3,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Seated Leg Curl (Machine)",,"",2,"normal",114,11,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Seated Leg Curl (Machine)",,"",3,"failure",114,8,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Crunch (Machine)",,"",0,"warmup",20,5,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Crunch (Machine)",,"",1,"normal",37,7,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Crunch (Machine)",,"",2,"failure",37,6,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Single Leg Standing Calf Raise (Machine)",,"",0,"warmup",40,5,,,
"L1","3 Dec 2025, 20:32","3 Dec 2025, 21:22","","Single Leg Standing Calf Raise (Machine)",,"",1,"normal",120,12,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Incline Bench Press (Smith Machine)",,"",0,"warmup",20,10,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Incline Bench Press (Smith Machine)",,"",1,"warmup",60,3,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Incline Bench Press (Smith Machine)",,"",2,"warmup",80,1,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Incline Bench Press (Smith Machine)",,"",3,"normal",70,7,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Incline Bench Press (Smith Machine)",,"",4,"failure",70,6,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Chest Fly (Machine)",,"",0,"warmup",50,5,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Chest Fly (Machine)",,"",1,"normal",95,6,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",30,8,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",75,3,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",96,9,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",96,7,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Triceps Pushdown",,"",0,"warmup",50,5,,,
"U1","29 Nov 2025, 12:13","29 Nov 2025, 12:55","","Triceps Pushdown",,"",1,"normal",90,5,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Chest Press (Machine)",,"",1,"warmup",60,5,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Chest Press (Machine)",,"",2,"warmup",90,2,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Chest Press (Machine)",,"",3,"normal",100,6,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Chest Press (Machine)",,"",4,"failure",100,4,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",30,8,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",75,3,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",96,9,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",96,7,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Landmine Row",,"",0,"warmup",40,6,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Landmine Row",,"",1,"warmup",80,3,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Landmine Row",,"",2,"normal",90,7,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Landmine Row",,"",3,"failure",90,6,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Shoulder Press (Dumbbell)",,"",0,"warmup",52,4,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Shoulder Press (Dumbbell)",,"",1,"failure",64,7,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Preacher Curl (Machine)",,"",0,"warmup",30,5,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Preacher Curl (Machine)",,"",1,"normal",60,5,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Preacher Curl (Machine)",,"",2,"failure",60,4,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Adução deltóide posterior (unilateral)",,"",0,"warmup",10,5,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Adução deltóide posterior (unilateral)",,"",1,"warmup",10,5,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Adução deltóide posterior (unilateral)",,"",2,"normal",20,8,,,
"U2","25 Nov 2025, 20:30","25 Nov 2025, 21:45","","Adução deltóide posterior (unilateral)",,"",3,"normal",20,8,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Straight Leg Deadlift",,"",0,"warmup",40,6,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Straight Leg Deadlift",,"",1,"warmup",60,4,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Straight Leg Deadlift",,"",2,"warmup",100,2,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Straight Leg Deadlift",,"",3,"normal",125,6,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Straight Leg Deadlift",,"",4,"failure",125,5,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Leg Extension (Machine)",,"",0,"warmup",70,6,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Leg Extension (Machine)",,"",1,"normal",90,12,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Leg Extension (Machine)",,"",2,"normal",90,7,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Crunch (Machine)",,"",0,"warmup",20,5,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Crunch (Machine)",,"",1,"normal",37,6,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Crunch (Machine)",,"",2,"failure",37,5,,,
"L2","24 Nov 2025, 12:04","24 Nov 2025, 12:46","","Calf Extension (Machine)",,"",0,"failure",160,15,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Low Cable Fly Crossovers",,"",0,"warmup",20,10,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Low Cable Fly Crossovers",,"",1,"warmup",40,7,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Low Cable Fly Crossovers",,"",2,"warmup",60,3,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Low Cable Fly Crossovers",,"",3,"normal",70,6,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Incline Bench Press (Smith Machine)",,"",0,"warmup",10,10,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Incline Bench Press (Smith Machine)",,"",1,"warmup",50,7,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Incline Bench Press (Smith Machine)",,"",2,"warmup",70,3,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Incline Bench Press (Smith Machine)",,"",3,"normal",70,7,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Incline Bench Press (Smith Machine)",,"",4,"failure",70,6,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Chest Fly (Machine)",,"",0,"warmup",50,5,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Chest Fly (Machine)",,"",1,"failure",95,6,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Chest Fly (Machine)",,"",2,"dropset",80,5,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Seated Cable Row - Bar Grip",,"",0,"warmup",30,5,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Seated Cable Row - Bar Grip",,"",1,"warmup",75,3,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Seated Cable Row - Bar Grip",,"",2,"normal",90,11,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Seated Cable Row - Bar Grip",,"",3,"failure",90,10,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Elevação Lateral Unilateral (cabo)",,"",1,"warmup",10,7,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Elevação Lateral Unilateral (cabo)",,"",2,"normal",35,7,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Elevação Lateral Unilateral (cabo)",,"",3,"normal",35,7,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Elevação Lateral Unilateral (cabo)",,"",4,"failure",35,6,,,
"U1","22 Nov 2025, 11:53","22 Nov 2025, 12:52","","Elevação Lateral Unilateral (cabo)",,"",5,"failure",35,6,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Squat (Barbell)",,"",0,"warmup",40,9,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Squat (Barbell)",,"",2,"warmup",100,1,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Squat (Barbell)",,"",3,"normal",116,4,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Squat (Barbell)",,"",4,"failure",116,3,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Seated Leg Curl (Machine)",,"",0,"warmup",50,5,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Seated Leg Curl (Machine)",,"",1,"warmup",85,3,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Seated Leg Curl (Machine)",,"",2,"normal",110,12,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Seated Leg Curl (Machine)",,"",3,"failure",110,9,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Crunch (Machine)",,"",0,"normal",35,9,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Crunch (Machine)",,"",1,"failure",35,7,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Calf Extension (Machine)",,"",0,"warmup",70,5,,,
"L1","21 Nov 2025, 20:10","21 Nov 2025, 21:01","","Calf Extension (Machine)",,"",1,"failure",160,14,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Chest Press (Machine)",,"",0,"warmup",40,10,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Chest Press (Machine)",,"",1,"warmup",60,5,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Chest Press (Machine)",,"",2,"warmup",90,2,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Chest Press (Machine)",,"",3,"normal",100,6,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Chest Press (Machine)",,"",4,"failure",100,5,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",30,7,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",75,3,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",94,9,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",96,7,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Dumbbell Row",,"",0,"warmup",20,5,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Dumbbell Row",,"",1,"normal",60,5,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Dumbbell Row",,"",2,"normal",60,5,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Dumbbell Row",,"",3,"normal",60,5,,,
"U2","18 Nov 2025, 20:43","18 Nov 2025, 21:36","Passei mal kk","Dumbbell Row",,"",4,"failure",60,5,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Low Cable Fly Crossovers",,"",0,"warmup",20,9,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Low Cable Fly Crossovers",,"",1,"warmup",40,6,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Low Cable Fly Crossovers",,"",2,"warmup",60,3,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Low Cable Fly Crossovers",,"",3,"normal",70,6,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Low Cable Fly Crossovers",,"",4,"failure",70,6,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Chest Fly (Machine)",,"",0,"warmup",50,5,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Chest Fly (Machine)",,"",1,"normal",95,5,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Chest Fly (Machine)",,"",2,"failure",90,6,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Seated Cable Row - Bar Grip",,"",0,"warmup",30,8,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Seated Cable Row - Bar Grip",,"",1,"warmup",75,3,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Seated Cable Row - Bar Grip",,"",2,"normal",90,11,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Seated Cable Row - Bar Grip",,"",3,"normal",90,9,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Elevação Lateral Unilateral (cabo)",,"",0,"warmup",10,7,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Elevação Lateral Unilateral (cabo)",,"",1,"warmup",10,7,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Elevação Lateral Unilateral (cabo)",,"",2,"normal",35,6,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Elevação Lateral Unilateral (cabo)",,"",3,"normal",35,6,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Elevação Lateral Unilateral (cabo)",,"",4,"failure",35,5,,,
"U1","13 Nov 2025, 16:16","13 Nov 2025, 17:01","","Elevação Lateral Unilateral (cabo)",,"",5,"failure",35,5,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Straight Leg Deadlift",,"",0,"warmup",40,7,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Straight Leg Deadlift",,"",1,"warmup",60,4,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Straight Leg Deadlift",,"",2,"warmup",100,2,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Straight Leg Deadlift",,"",3,"normal",125,6,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Straight Leg Deadlift",,"",4,"failure",125,5,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Leg Extension (Machine)",,"",0,"warmup",70,6,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Leg Extension (Machine)",,"",1,"normal",65,7,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Leg Extension (Machine)",,"",2,"normal",65,7,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Leg Extension (Machine)",,"",3,"failure",65,6,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Leg Extension (Machine)",,"",4,"failure",65,6,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Crunch (Machine)",,"",0,"warmup",20,5,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Crunch (Machine)",,"",1,"normal",35,8,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Crunch (Machine)",,"",2,"failure",35,6,,,
"L2","11 Nov 2025, 20:37","11 Nov 2025, 21:33","Emo lives 🙌🏽🫩","Calf Extension (Machine)",,"",0,"normal",160,13,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Chest Press (Machine)",,"",0,"warmup",50,8,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Chest Press (Machine)",,"",1,"warmup",60,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Chest Press (Machine)",,"",2,"warmup",90,2,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Chest Press (Machine)",,"",3,"normal",98,6,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Chest Press (Machine)",,"",4,"failure",98,4,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Lat Pulldown (Machine)",,"",0,"warmup",40,8,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Lat Pulldown (Machine)",,"",1,"warmup",100,3,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Lat Pulldown (Machine)",,"",2,"normal",140,6,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Lat Pulldown (Machine)",,"",3,"failure",140,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Dumbbell Row",,"",0,"warmup",26,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Dumbbell Row",,"",1,"warmup",26,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Dumbbell Row",,"",2,"normal",60,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Dumbbell Row",,"",3,"normal",60,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Shoulder Press (Dumbbell)",,"",0,"warmup",48,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Shoulder Press (Dumbbell)",,"",1,"normal",60,10,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Preacher Curl (Machine)",,"",0,"warmup",30,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Preacher Curl (Machine)",,"",1,"normal",55,6,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Preacher Curl (Machine)",,"",2,"failure",60,4,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",30,5,,,
"U2","10 Nov 2025, 16:10","10 Nov 2025, 17:16","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",60,7,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Low Cable Fly Crossovers",,"",0,"warmup",20,10,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Low Cable Fly Crossovers",,"",1,"warmup",40,7,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Low Cable Fly Crossovers",,"",2,"warmup",60,3,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Low Cable Fly Crossovers",,"",3,"normal",70,6,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Low Cable Fly Crossovers",,"",4,"failure",70,6,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Chest Fly (Machine)",,"",0,"warmup",50,5,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Chest Fly (Machine)",,"",1,"failure",95,6,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Seated Cable Row - Bar Grip",,"",0,"warmup",30,8,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Seated Cable Row - Bar Grip",,"",1,"warmup",75,3,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Seated Cable Row - Bar Grip",,"",2,"normal",90,10,,,
"U1","7 Nov 2025, 16:19","7 Nov 2025, 16:51","Tava atrasado","Seated Cable Row - Bar Grip",,"",3,"failure",90,9,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Squat (Barbell)",,"",0,"warmup",40,8,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Squat (Barbell)",,"",1,"warmup",60,5,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Squat (Barbell)",,"",2,"warmup",80,3,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Squat (Barbell)",,"",3,"normal",116,5,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Squat (Barbell)",,"",4,"failure",116,4,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Seated Leg Curl (Machine)",,"",0,"warmup",50,5,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Seated Leg Curl (Machine)",,"",1,"warmup",85,3,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Seated Leg Curl (Machine)",,"",2,"normal",110,10,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Seated Leg Curl (Machine)",,"",3,"failure",110,9,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Crunch (Machine)",,"",0,"normal",35,8,,,
"L1","4 Nov 2025, 20:45","4 Nov 2025, 21:39","Sem panturrilha, meu tendão tá doendo do trampolim de domingo","Crunch (Machine)",,"",1,"failure",35,6,,,
